lex	sem
hypertrophic_cardiomyopathy_lex	Disease
biventricular_failure_lex	Disease
eosinophilic_lex	Disease
all_transretinoic_acid_lex	Chemical
erythema_nodosum_lex	Disease
acute_promyelocytic_leukemia_lex	Disease
atra_lex	Chemical
apl_lex	Disease
erythematous_nodules_lex	Disease
thromboemboli_lex	Disease
pulmonary_emboli_lex	Disease
valsartan_lex	Chemical
dihydropyridine_lex	Chemical
kf17837_lex	Chemical
cgs_twenty-one thousand, six hundred and eighty_lex	Chemical
l34dihydroxyphenylalanine_lex	Chemical
benserazide_lex	Chemical
methoxamine_lex	Chemical
nomifensine_lex	Chemical
t4_lex	Chemical
triiodothyronine_lex	Chemical
t3_lex	Chemical
startle_lex	Disease
mchlorophenylpiperazine_lex	Chemical
mcpp_lex	Chemical
pentylenetetrazole_lex	Chemical
red_eyes_lex	Disease
pleural_effusion_lex	Disease
urinary_abnormalities_lex	Disease
segmental_necrotizing_glomerulonephritis_lex	Disease
hypothermic_lex	Disease
chiari_malformation_lex	Disease
ticlike_symptoms_lex	Disease
tic_disorders_lex	Disease
involuntary_eyeblinking_movements_lex	Disease
developmental_anomalies_lex	Disease
gastrointestinal_toxicity_lex	Disease
ventricular_septal_defects_lex	Disease
vsds_lex	Disease
midline_defects_lex	Disease
dh_lex	Disease
md_lex	Disease
vsd_lex	Disease
hydrocephalus_lex	Disease
edds_lex	Disease
a_falling_platelet_count_lex	Disease
colon_carcinoma_lex	Disease
metastasis_lex	Disease
prinzmetals_angina_lex	Disease
tiopronin_lex	Chemical
thiosulphate_lex	Chemical
diphenylhydantoin_lex	Chemical
dph_lex	Chemical
cerebellar_dysfunction_lex	Disease
cerebral_damage_lex	Disease
pgf2alpha_lex	Chemical
pgi2_lex	Chemical
low_back_pain_lex	Disease
progressive_supranuclear_palsy_lex	Disease
multiple_system_atrophy_lex	Disease
dystonias_lex	Disease
psp_lex	Disease
oromandibular_dystonia_lex	Disease
omd_lex	Disease
edaravone_lex	Chemical
vestibulotoxicity_lex	Disease
pregnenolone_sulphate_lex	Chemical
pregs_lex	Chemical
11ketopregnenolone_sulphate_lex	Chemical
epipregnanolone_3betahydroxy5betapregnan20one_sulphate_lex	Chemical
epipregnanolone_sulphate_lex	Chemical
allodynia_lex	Disease
thyroid_disease_lex	Disease
thyroid_illness_lex	Disease
capillary_leak_syndrome_lex	Disease
capillary_leak_lex	Disease
inflammatory_diseases_lex	Disease
57dichlorokynurenic_acid_lex	Chemical
57dcka_lex	Chemical
rem_sleep_deprivation_lex	Disease
remd_lex	Disease
quipazine_lex	Chemical
head_twitches_lex	Disease
hepatic_venoocclusive_disease_lex	Disease
6thioguanine_lex	Chemical
acute_lymphocytic_leukemia_lex	Disease
urothelial_toxicity_lex	Disease
sodium_2mercaptoethane_sulphonate_lex	Chemical
lung_cancer_lex	Disease
thiol_lex	Chemical
if_lex	Chemical
haematuria_lex	Disease
bladder_irritation_lex	Disease
pollakisuria_lex	Disease
qtc_prolongation_lex	Disease
nnitrosonmethylurea_lex	Chemical
pas_lex	Disease
testosterone_propionate_lex	Chemical
tp_lex	Chemical
pa_lex	Disease
msh_lex	Chemical
acth_lex	Chemical
dmed_lex	Chemical
muscle_flaccidity_lex	Disease
medetomidine_lex	Chemical
idazoxan_lex	Chemical
dg5128_lex	Chemical
imipenem_lex	Chemical
cerebral_vascular_accident_lex	Disease
cva_lex	Disease
head_trauma_lex	Disease
imipenemcilastatin_lex	Chemical
bethanechol_lex	Chemical
cerebral_ischemia_lex	Disease
middle_cerebral_artery_occlusion_lex	Disease
mcao_lex	Disease
neuronal_injury_lex	Disease
235triphenyltetrazolium_lex	Chemical
neuronal_dysfunction_lex	Disease
pulmonary_toxicity_lex	Disease
tuberculous_lex	Disease
hypokalaemia_lex	Disease
cyp_lex	Chemical
bladder_inflammation_lex	Disease
bladder_dysfunction_lex	Disease
uveitis_lex	Disease
fluocinolone_acetonide_lex	Chemical
fa_lex	Chemical
hypotony_lex	Disease
hyper_or_dyskinetic_lex	Disease
dexatrim_lex	Chemical
visual_disturbances_lex	Disease
lsd_lex	Chemical
pj34_lex	Chemical
fluconazole_lex	Chemical
nsvt_lex	Disease
spinal_cord_injury_lex	Disease
damage_to_the_muscle_lex	Disease
tropicamide_lex	Chemical
impairment_in_word_recall_lex	Disease
gerstmann_syndrome_lex	Disease
psychotic_disorder_lex	Disease
hydrogen_peroxide_lex	Chemical
bacterial_infections_lex	Disease
formylmethionylleucylphenylalanine_lex	Chemical
fmlp_lex	Chemical
impairment_of_cognitive_function_lex	Disease
pentamidine_lex	Chemical
pentamidine_isethionate_lex	Chemical
qtc_interval_prolongation_lex	Disease
oxypurines_lex	Chemical
nucleosides_lex	Chemical
acetylsalicylate_lex	Chemical
echothiophate_iodide_lex	Chemical
embryonal_rhabdomyosarcoma_lex	Disease
hodgkin_disease_lex	Disease
ovarian_failure_lex	Disease
obstructive_sleep_apnea_syndrome_lex	Disease
androgen_lex	Chemical
syndrome_of_obstructive_sleep_apnea_lex	Disease
androgens_lex	Chemical
obstructive_sleep_apnea_lex	Disease
sleep_apnea_lex	Disease
renal_abnormality_lex	Disease
ketone_lex	Chemical
cerebral_lesions_lex	Disease
tiazofurin_lex	Chemical
cerebral_abnormalities_lex	Disease
ro151788_lex	Chemical
iridocyclitis_lex	Disease
decreased_visual_acuity_lex	Disease
band_keratopathy_lex	Disease
hydroxychloroquine_lex	Chemical
chorioretinopathy_lex	Disease
keratoconjunctivitis_lex	Disease
water_intoxication_lex	Disease
abortion_lex	Disease
abortions_lex	Disease
asthenia_lex	Disease
dextrose_lex	Chemical
famotidine_lex	Chemical
idm_lex	Chemical
scleroderma_renal_crisis_lex	Disease
src_lex	Disease
ssc_lex	Disease
antisocial_personality_disorder_lex	Disease
major_depressive_disorder_lex	Disease
affective_disorder_lex	Disease
antisocial_personality_lex	Disease
suramin_lex	Chemical
gr_eighty-two thousand, three hundred and thirty-four_lex	Chemical
bort_lex	Chemical
bisphenol_a_lex	Chemical
bpa_lex	Chemical
cardiovascular_diseases_lex	Disease
cvds_lex	Disease
fatty_acid_lex	Chemical
rd_lex	Chemical
rrmm_lex	Disease
deep_vein_thrombosis_lex	Disease
ifo_lex	Chemical
nitrogen_lex	Chemical
sodium_2sulfanylethanesulfonate_lex	Chemical
genotoxicity_lex	Disease
al_lex	Disease
amyloidosis_lex	Disease
glomerulopathy_lex	Disease
kidney_injury_lex	Disease
tdf_lex	Chemical
acute_kidney_injury_lex	Disease
kidney_tubular_dysfunction_lex	Disease
glomerular_dysfunction_lex	Disease
postoperative_delirium_lex	Disease
linezolid_lex	Chemical
extensively_drugresistant_tuberculosis_lex	Disease
xdrtb_lex	Disease
optic_disc_edema_lex	Disease
cardiovascular_collapse_lex	Disease
fibrillation_lex	Disease
thrombocytopenia_type_ii_lex	Disease
portal_hypertension_lex	Disease
endotoxemia_lex	Disease
hit_type_ii_lex	Disease
hit_ii_lex	Disease
endstage_hepatic_failure_lex	Disease
takotsubo_syndrome_lex	Disease
zolmitriptan_lex	Chemical
ts_lex	Disease
broken_heart_syndrome_lex	Disease
acute_coronary_syndrome_lex	Disease
migraines_lex	Disease
status_migrainosus_lex	Disease
coronary_artery_vasospasm_lex	Disease
impulsiveness_lex	Disease
an_lex	Chemical
diazinon_lex	Chemical
triglyceride_lex	Chemical
hyperlipemia_lex	Disease
hodgkin_lymphoma_lex	Disease
hl_lex	Disease
psychobiological_dysfunction_lex	Disease
sarcomas_lex	Disease
gynecologic_and_testicular_cancers_lex	Disease
nonconvulsive_status_epilepticus_lex	Disease
ncse_lex	Disease
contrast_lex	Chemical
bevacizumab_lex	Chemical
irinotecan_lex	Chemical
syndrome_of_inappropriate_antidiuretic_hormone_lex	Disease
desvenlafaxine_lex	Chemical
hyponatraemia_lex	Disease
mirtazapine_lex	Chemical
cardiac_disarrangement_lex	Disease
flavonoid_lex	Chemical
apigenin_lex	Chemical
memory_loss_lex	Disease
cholecystokininoctapeptide_lex	Chemical
cck8_lex	Chemical
memantine_lex	Chemical
neuroinflammatory_lex	Disease
attention_problems_lex	Disease
tubulointerstial_disease_lex	Disease
deterioration_of_renal_function_lex	Disease
tna_lex	Chemical
tonic_clonic_convulsions_lex	Disease
nervous_system_abnormalities_lex	Disease
cardiovascular_depression_lex	Disease
dysrhythmia_lex	Disease
druginduced_liver_injury_lex	Disease
epirubicine_lex	Chemical
myocardial_strain_lex	Disease
epirubicin_lex	Chemical
nonhodgkin_lymphoma_lex	Disease
myoclonic_movements_lex	Disease
phosphorus_lex	Chemical
vasovagal_syncope_lex	Disease
schizoaffective_disorder_lex	Disease
zuclopenthixol_lex	Chemical
personality_disorder_lex	Disease
antisocial_disorder_lex	Disease
substance_abuse_disorder_lex	Disease
abnormal_involuntary_motor_movements_lex	Disease
generalised_and_focal_seizures_lex	Disease
postoperative_complication_lex	Disease
dysfunctional_overnight_memory_lex	Disease
sleeprelated_impairments_lex	Disease
impaired_overnight_memory_lex	Disease
auditory_hallucinations_lex	Disease
delusions_lex	Disease
hemiplegic_migraine_lex	Disease
encephalitis_lex	Disease
dysmetria_lex	Disease
baboon_syndrome_lex	Disease
maculopapular_eruption_lex	Disease
pilsicainide_lex	Chemical
alltrans_retinoic_acid_lex	Chemical
ctx_lex	Chemical
tcell_lymphoblastic_lymphoma_lex	Disease
leukemic_lex	Disease
cytarabine_lex	Chemical
tumor_lysis_syndrome_lex	Disease
tls_lex	Disease
hyperammonemic_lex	Disease
necrotising_fasciitis_lex	Disease
waldenstrom_macroglobulinaemia_lex	Disease
subcellular_degeneration_lex	Disease
cardiomyocyte_degeneration_lex	Disease
lv_dysfunction_lex	Disease
gadolinium_lex	Chemical
diastolic_dysfunction_lex	Disease
pain_disorders_lex	Disease
allodynic_lex	Disease
primary_openangle_glaucoma_lex	Disease
poag_lex	Disease
retinal_ganglion_lex	Disease
sodium_4phenylbutyrate_lex	Chemical
ginsenosides_lex	Chemical
oih_lex	Disease
opioid_addiction_lex	Disease
re_lex	Chemical
rb1_lex	Chemical
ginsenoside_re_lex	Chemical
hydroxytyrosol_lex	Chemical
breast_tumors_lex	Disease
levothyroxine_lex	Chemical
iodine_lex	Chemical
thrombolysis_lex	Disease
upperextremity_deep_venous_thrombosis_lex	Disease
dvt_lex	Disease
pulmonary_embolism_lex	Disease
superior_vena_cava_svc_syndrome_lex	Disease
epistaxis_lex	Disease
svc_syndrome_lex	Disease
dehydroepiandrosterone_lex	Chemical
dhea_lex	Chemical
hyper_lex	Disease
s53482_lex	Chemical
s23121_lex	Chemical
embryolethality_lex	Disease
teratogenicity_lex	Disease
growth_retardation_lex	Disease
embryonic_death_lex	Disease
teratogenic_lex	Disease
aki_lex	Disease
cognition_deficits_lex	Disease
dutp_lex	Chemical
biotin_lex	Chemical
tetrabenazine_lex	Chemical
huntingtons_disease_lex	Disease
neuroleptic_drugs_lex	Chemical
terbinafine_lex	Chemical
onychomycosis_lex	Disease
bisoprolol_lex	Chemical
letrozole_lex	Chemical
impaired_the_memory_lex	Disease
garcinielliptone_fc_lex	Chemical
gfc_lex	Chemical
skin_diseases_lex	Disease
diarrheas_lex	Disease
raminobutyric_acid_lex	Chemical
hepatitis_c_virus_infected_lex	Disease
telaprevir_lex	Chemical
hepatitis_c_virus_infection_lex	Disease
muscle_toxicity_lex	Disease
hematoxylin_lex	Chemical
eosin_lex	Chemical
kidney_lesions_lex	Disease
birdshot_retinochoroidopathy_lex	Disease
raised_intraocular_pressure_lex	Disease
cystoid_macular_edema_lex	Disease
increased_intraocular_pressure_lex	Disease
ndi_lex	Disease
dysguesia_lex	Disease
loss_of_taste_sensation_lex	Disease
butyrylcholinesterase_deficiency_lex	Disease
mivacurium_lex	Chemical
butyrylthiocholine_lex	Chemical
btc_lex	Chemical
benzoylcholine_lex	Chemical
dibucaine_lex	Chemical
fluoride_lex	Chemical
hydrogen_lex	Chemical
artesunate_lex	Chemical
betaine_lex	Chemical
myocardial_ischemic_injury_lex	Disease
ventricular_remodeling_lex	Disease
leucopenia_lex	Disease
lateral_epicondylitis_lex	Disease
maleate_lex	Chemical
malate_lex	Chemical
kidney_cancer_lex	Disease
particulate_matter_lex	Chemical
iugr_lex	Disease
dysplasia_of_fetal_kidneys_lex	Disease
13butadiene_lex	Chemical
cml_lex	Disease
chronic_myeloid_leukemia_lex	Disease
philadelphia_chromosome_lex	Disease
metolachlor_lex	Chemical
liver_neoplasms_lex	Disease
liver_cancer_lex	Disease
metolachor_lex	Chemical
follicular_cell_lymphoma_lex	Disease
arsenic_lex	Chemical
inorganic_arsenic_lex	Chemical
ias_lex	Chemical
inorganic_as_lex	Chemical
piperazine_lex	Chemical
trans2amino3hydroxy1_two_three_4tetrahydroanaphthalene_lex	Chemical
ntrans3hydroxy1234tetrahydro2naphthyln3oxo3phenyl2methylpropylpiperazine_hydrochloride_lex	Chemical
p11_lex	Chemical
bacl2_lex	Chemical
strophantine_g_lex	Chemical
myodystrophy_lex	Disease
myopathic_lex	Disease
dianabol_lex	Chemical
ciba_lex	Chemical
myopathic_disease_lex	Disease
embryopathy_lex	Disease
nasal_hypoplasia_lex	Disease
stippled_epiphyses_lex	Disease
chondrodysplasia_punctata_lex	Disease
isradipine_lex	Chemical
palpitation_lex	Disease
asthmatics_lex	Disease
asthmatic_lex	Disease
glu_lex	Chemical
palpitations_lex	Disease
3methoxy4hydroxyphenethyleneglycol_lex	Chemical
mhpg_lex	Chemical
panic_attacks_lex	Disease
abnormalities_in_neuronal_systems_lex	Disease
anxiety_disorders_lex	Disease
cobalt_lex	Chemical
rheumatic_disease_lex	Disease
myxomatous_degeneration_lex	Disease
clonic_seizure_lex	Disease
clonic_seizures_lex	Disease
tonic_seizures_lex	Disease
alkylxanthines_lex	Chemical
carcinoma_of_the_renal_pelvis_lex	Disease
hydroureteronephrosis_lex	Disease
carcinoma_of_the_urinary_tract_lex	Disease
carcinomas_of_the_urinary_bladder_lex	Disease
carcinoma_of_the_prostate_lex	Disease
urinary_tract_cancer_lex	Disease
obstructive_uropathy_lex	Disease
carbetocin_lex	Chemical
hyper_or_hypotension_lex	Disease
retained_placenta_lex	Disease
hypokinesis_lex	Disease
tachydysrhythmias_lex	Disease
sinus_tachycardia_lex	Disease
proarrhythmia_lex	Disease
primary_systemic_amyloidosis_lex	Disease
ari_lex	Disease
tubular_injury_lex	Disease
impaired_fear_recognition_lex	Disease
deficit_in_fear_recognition_lex	Disease
psychopaths_lex	Disease
amygdala_dysfunction_lex	Disease
corneal_ulcers_lex	Disease
epithelial_defects_lex	Disease
inappetence_lex	Disease
ischemia_of_the_globus_pallidus_lex	Disease
globus_pallidus_infarctions_lex	Disease
basal_ganglia_infarcts_lex	Disease
cerebral_hypoperfusion_lex	Disease
burkitt_lymphoma_lex	Disease
biliary_atresia_lex	Disease
posttransplantation_lymphoproliferative_disorder_lex	Disease
burkitttype_malignant_lymphoma_lex	Disease
acute_prerenal_failure_lex	Disease
cerebral_microbleeds_lex	Disease
mb_lex	Disease
is_lex	Disease
transient_ischemic_attack_lex	Disease
tia_lex	Disease
macroprolactinemia_lex	Disease
macroprolactinoma_lex	Disease
microprolactinoma_lex	Disease
pseudoprolactinoma_lex	Disease
naphazoline_lex	Chemical
xylometazoline_lex	Chemical
codeine_lex	Chemical
codine_lex	Chemical
monoamines_lex	Chemical
hypoglycaemia_lex	Disease
endometrial_disease_lex	Disease
norethisterone_lex	Chemical
pure_red_cell_aplasia_lex	Disease
toxic_dermatitis_lex	Disease
carbenicillin_lex	Chemical
pneumoniae_lex	Disease
gramnegative_bacillary_infections_lex	Disease
azotemia_lex	Disease
aminocaproic_acid_lex	Chemical
acute_renal_artery_thrombosis_lex	Disease
epsilon_aminocaproic_acid_lex	Chemical
intracranial_vascular_thrombosis_lex	Disease
thromboembolic_phenomena_lex	Disease
disseminated_intravascular_coagulation_lex	Disease
consumption_coagulopathies_lex	Disease
thrombosis_of_a_normal_renal_artery_lex	Disease
hypoglycemia_lex	Disease
polycythemia_lex	Disease
neonatal_apnea_lex	Disease
idiopathic_orthostatic_hypotension_lex	Disease
propanolol_lex	Chemical
myoclonia_lex	Disease
fenoterolhydrobromide_lex	Chemical
ritodrinhcl_lex	Chemical
retinal_artery_and_choriocapillaris_occlusion_lex	Disease
retinal_artery_and_choriocapillaris_occlusions_lex	Disease
methylprednisolone_acetate_lex	Chemical
pupillary_abnormalities_lex	Disease
hemorrhages_lex	Disease
dglucarates_lex	Chemical
dehydrated_lex	Disease
25dioacetyldglucaro1463dilactone_lex	Chemical
saccharic_acid_lex	Chemical
hexauronic_acids_lex	Chemical
hexaaldonic_acids_lex	Chemical
sugar_alcohols_lex	Chemical
tca_lex	Chemical
dglucarate_lex	Chemical
renal_damages_lex	Disease
monosaccharides_lex	Chemical
paraplegia_lex	Disease
central_nervous_system_leukemia_lex	Disease
methothexate_lex	Chemical
folate_deficiency_lex	Disease
guanethidine_lex	Chemical
desmethylimipramine_lex	Chemical
enlargement_of_pulse_pressure_lex	Disease
hyperglycemic_lex	Disease
amino_lex	Chemical
caproate_lex	Chemical
norleucine_lex	Chemical
norvaline_lex	Chemical
epsilonaminocaproate_lex	Chemical
leucine_lex	Chemical
fatty_liver_lex	Disease
tetracycline_lex	Chemical
oleic_acid_lex	Chemical
sensory_and_motor_dysfunction_lex	Disease
hcl_lex	Chemical
thalassemia_lex	Disease
dfx_lex	Chemical
neuroleptic_lex	Chemical
oligomenorrhea_lex	Disease
neuroleptic_medications_lex	Chemical
psychiatric_symptoms_lex	Disease
galactorrhea_lex	Disease
ethacrynic_acid_lex	Chemical
aminophosphonovaleric_acid_lex	Chemical
abecarnil_lex	Chemical
isopropyl6_benzyloxy4methoxymethylbetacarboline3carboxylate_lex	Chemical
abecarrnil_lex	Chemical
t35sbutylbicyclophosphorothionate_lex	Chemical
35stbps_lex	Chemical
ro_one hundred and sixty-six thousand and twenty-eight_lex	Chemical
tertbutyls8bromo11121313atetrahydro9oxo9h_imidazo15apyrrolo21c14benzodiazepine1carboxylate_lex	Chemical
isoniazide_lex	Chemical
phenylalanine_lex	Chemical
twenty-three_dideoxyinosine_lex	Chemical
thoracic_hematomyelia_lex	Disease
coumadin_lex	Chemical
attentiondeficit_hyperactivity_disorder_lex	Disease
hyperlipoproteinemias_lex	Disease
atherosclerotic_vascular_disease_lex	Disease
fanconis_anemia_lex	Disease
hemorrhagic_bronchopneumonia_lex	Disease
peliosis_lex	Disease
hepatic_tumors_lex	Disease
hepatic_neoplasms_lex	Disease
damage_of_substantia_nigra_pars_reticulata_lex	Disease
epileptic_seizure_lex	Disease
prolonged_status_epilepticus_lex	Disease
metabolic_derangement_lex	Disease
vasogenic_edema_lex	Disease
lesioned_snr_lex	Disease
damage_of_snr_lex	Disease
neurotransmitter_dysfunction_lex	Disease
n2hydroxypropylmethacrylamide_lex	Chemical
hpma_lex	Chemical
glypheleugly_lex	Chemical
postherpetic_neuralgia_lex	Disease
phn_lex	Disease
mastitis_lex	Disease
sensory_disturbance_lex	Disease
paranoid_lex	Disease
loiasis_lex	Disease
diethylcarbamazine_lex	Chemical
dec_lex	Chemical
filariasis_lex	Disease
microfilaremia_lex	Disease
reperfusion_injury_lex	Disease
oxidized_glutathione_lex	Chemical
gssg_lex	Chemical
tspa_lex	Chemical
axonal_neuropathy_lex	Disease
neurologic_toxicities_lex	Disease
arac_lex	Chemical
cromakalim_lex	Chemical
pinacidil_lex	Chemical
hypercalcemic_lex	Disease
caco3_lex	Chemical
bicarbonate_lex	Chemical
aldomet_lex	Chemical
emergency_department_lex	Disease
hereditary_angioedema_lex	Disease
menstrual_abnormalities_lex	Disease
muscle_cramps_lex	Disease
chlorhexidine_diphosphanilate_lex	Chemical
burns_lex	Disease
burn_lex	Disease
chlorhexidine_phosphanilate_lex	Chemical
chp_lex	Chemical
silver_sulphadiazine_lex	Chemical
agsd_lex	Chemical
neurological_symptoms_lex	Disease
central_nervous_system_disease_lex	Disease
hepatocellular_necrosis_lex	Disease
lupuslike_syndrome_lex	Disease
diethylstilbesterol_lex	Chemical
renal_carcinomas_lex	Disease
postzosteric_lex	Disease
biperiden_lactate_lex	Chemical
dysphagia_lex	Disease
orciprenaline_lex	Chemical
muscarine_lex	Chemical
i_lex	Chemical
tachy_or_bradycardia_lex	Disease
acc9653_lex	Chemical
disodium_phosphate_ester_lex	Chemical
3hydroxymethyl55diphenylhydantoin_lex	Chemical
phenytoin_sodium_lex	Chemical
strophanthidin_lex	Chemical
hepatocellular_damage_lex	Disease
drug_hypersensitivity_lex	Disease
pertussis_vaccine_lex	Chemical
pertussis_lex	Disease
cyproheptadine_lex	Chemical
mianserin_lex	Chemical
ischaemic_lex	Disease
8phenyltheophylline_lex	Chemical
enprofylline_lex	Chemical
paminohippuric_acid_lex	Chemical
polyethylene_glycol_lex	Chemical
naoh_lex	Chemical
isotretinoin_lex	Chemical
blepharoconjunctivitis_lex	Disease
dry_eyes_lex	Disease
photodermatitis_lex	Disease
pseudotumor_cerebri_lex	Disease
corneal_opacities_lex	Disease
congenital_abnormalities_lex	Disease
hypertelorism_lex	Disease
optic_nerve_hypoplasia_lex	Disease
procaterol_lex	Chemical
bronchial_asthma_lex	Disease
tremorgenic_lex	Disease
heart_hypertrophy_lex	Disease
ornithine_lex	Chemical
hypertrophied_hearts_lex	Disease
hypertrophied_lex	Disease
oxitropium_bromide_lex	Chemical
oxitropium_lex	Chemical
retention_deficit_lex	Disease
methyl_scopolamine_lex	Chemical
lesions_of_the_urinary_bladder_lex	Disease
necroses_lex	Disease
muscle_fasciculations_lex	Disease
sodium_salicylate_lex	Chemical
phenylbutazone_lex	Chemical
acute_neurologic_dysfunction_lex	Disease
vp16213_lex	Chemical
hematologic_malignancies_lex	Disease
motor_deficits_lex	Disease
thiabendazole_lex	Chemical
druginduced_liver_damage_lex	Disease
bile_duct_destruction_lex	Disease
14dihydropyridine_lex	Chemical
calcium_channel_blockers_lex	Chemical
calcium_channel_blocking_agents_lex	Chemical
nisoldipine_lex	Chemical
focal_segmental_glomerular_sclerosis_lex	Disease
fsgs_lex	Disease
puromycinaminonucleoside_lex	Chemical
amns_lex	Chemical
protamine_sulfate_lex	Chemical
ps_lex	Chemical
ruthenium_lex	Chemical
fludrocortisone_lex	Chemical
hypoaldosteronism_lex	Disease
type_iv_renal_tubular_acidosis_lex	Disease
colorectal_carcinoma_lex	Disease
bone_marrow_toxicity_lex	Disease
bradycardiac_lex	Disease
behavior_disorder_lex	Disease
oral_candidiasis_lex	Disease
beclomethasone_dipropionate_lex	Chemical
beclomethasone_lex	Chemical
thrush_lex	Disease
candidiasis_lex	Disease
wiskottaldrich_syndrome_lex	Disease
severe_combined_immunodeficiency_syndrome_lex	Disease
immunodeficiencies_lex	Disease
glomerular_or_tubular_dysfunction_lex	Disease
monosodium_glutamate_lex	Chemical
msg_lex	Chemical
ether_lex	Chemical
gammavinylgaba_lex	Chemical
lglutamic_acid_lex	Chemical
dl4aminohex5enoic_acid_lex	Chemical
anterior_infarction_lex	Disease
antmi_lex	Disease
inferior_infarction_lex	Disease
infmi_lex	Disease
downbeat_nystagmus_lex	Disease
oscillopsia_lex	Disease
denopamine_lex	Chemical
ta064_lex	Chemical
infantile_spasms_lex	Disease
timolol_maleate_lex	Chemical
glucuronyl_lex	Chemical
papillary_necrosis_lex	Disease
pgf2_alpha_lex	Chemical
pathological_renal_medullary_lesions_lex	Disease
hemicholinium_lex	Chemical
neuroleptics_lex	Chemical
cardiovascular_dysfunction_lex	Disease
sodium_pentobarbital_lex	Chemical
barium_chloride_lex	Chemical
barium_lex	Chemical
disturbances_within_the_cardiovascular_system_lex	Disease
xylazine_lex	Chemical
metabolic_disturbances_lex	Disease
cardiomyopathic_disorder_lex	Disease
mesangial_dysfunction_lex	Disease
proteinuric_lex	Disease
carbon_lex	Chemical
sclerosis_lex	Disease
dithiothreitol_lex	Chemical
paminophenol_lex	Chemical
bispnitrophenyl_phosphate_lex	Chemical
apap_lex	Chemical
pap_lex	Chemical
bnpp_lex	Chemical
renal_tubular_necrosis_lex	Disease
morphine_sulfate_lex	Chemical
vincristine_sulfate_lex	Chemical
pseudomonas_infections_lex	Disease
leukocytosis_lex	Disease
flurazepam_lex	Chemical
fzp_lex	Chemical
toxocity_lex	Disease
muscle_tremors_lex	Disease
progestins_lex	Chemical
conjugated_estrogens_lex	Chemical
premarin_lex	Chemical
medroxyprogesterone_acetate_lex	Chemical
mastodynia_lex	Disease
aza_lex	Chemical
bacteremias_lex	Disease
abdominal_infections_lex	Disease
urinary_tract_infections_lex	Disease
staphylococcal_infections_lex	Disease
fungal_infections_lex	Disease
cmv_infection_lex	Disease
epstein_barr_virus_infection_lex	Disease
cholecystokinin_lex	Chemical
cholecystokinin_octapeptide_lex	Chemical
caerulein_lex	Chemical
doca_lex	Chemical
ddavp_lex	Chemical
toxic_liver_damage_lex	Disease
atrial_thrombosis_lex	Disease
quinacrine_hydrochloride_lex	Chemical
myocardial_degeneration_lex	Disease
sodium_nitrite_lex	Chemical
alternating_sinus_rhythm_lex	Disease
sinoatrial_sa_block_lex	Disease
alternating_rhythm_lex	Disease
sa_block_lex	Disease
conduction_disorder_lex	Disease
immunocytoma_lex	Disease
hydrothorax_lex	Disease
pilocarpine_nitrate_lex	Chemical
omegai131heptadecanoic_acid_lex	Chemical
i131_ha_lex	Chemical
trimetaphan_lex	Chemical
dsp4_lex	Chemical
accelerated_junctional_rhythms_lex	Disease
hexamethylmelamine_lex	Chemical
cpdd_lex	Chemical
hmm_lex	Chemical
dissecting_aneurysm_lex	Disease
lockedin_syndrome_lex	Disease
anginal_attacks_lex	Disease
tachycardial_lex	Disease
renal_tubular_acidosis_lex	Disease
methoxyflurane_lex	Chemical
hepatic_insufficiency_syndrome_lex	Disease
thrombopenia_lex	Disease
adenosine_triphosphate_lex	Chemical
endografine_lex	Chemical
vasurix_polyvidone_lex	Chemical
acetrizoate_lex	Chemical
dimerx_lex	Chemical
iocarmate_lex	Chemical
hexabrix_lex	Chemical
ioxaglate_lex	Chemical
scoline_lex	Chemical
fazadinium_lex	Chemical
althesin_lex	Chemical
bromide_lex	Chemical
lnorepinephrine_lex	Chemical
hernias_lex	Disease
amblyopia_lex	Disease
tonic_pupillary_lex	Disease
quinine_sulfate_lex	Chemical
leg_cramps_lex	Disease
jaw_stiffness_lex	Disease
pancuronium_lex	Chemical
prolonged_jaw_rigidity_lex	Disease
gouty_arthritis_lex	Disease
hyporeninemic_hypoaidosteronism_lex	Disease
respiratory_upset_lex	Disease
trimethoprimsulfamethoxazole_lex	Chemical
trimethoprim_lex	Chemical
cephalexin_lex	Chemical
tmpsmz_lex	Chemical
toxic_epidermal_necrolysis_lex	Disease
bradydysrhythmias_lex	Disease
sensory_neuropathy_lex	Disease
hematologic_toxicities_lex	Disease
cirrhotic_lex	Disease
angiooedema_lex	Disease
angiotensinconverting_enzyme_inhibitor_lex	Chemical
angiotensinconverting_enzyme_ace_inhibitors_lex	Chemical
granisetron_lex	Chemical
kytril_lex	Chemical
hyperaldosteronism_lex	Disease
dihydrothienopyridine_calcium_lex	Chemical
s312d_lex	Chemical
s312_lex	Chemical
s312l_lex	Chemical
audiogenic_tonic_convulsions_lex	Disease
flunarizine_lex	Chemical
bemegride_lex	Chemical
tubular_damage_lex	Disease
guanosine_35cyclic_monophosphate_lex	Chemical
cgmp_lex	Chemical
dimethylthiourea_lex	Chemical
dmtu_lex	Chemical
hypertrophic_hearts_lex	Disease
phe_lex	Chemical
sn_lex	Chemical
idiopathic_cardiomyopathy_lex	Disease
cytomegalovirus_infections_lex	Disease
ganciclovir_lex	Chemical
lymphoproliferative_disorder_lex	Disease
movement_difficulties_lex	Disease
cognitive_disorders_lex	Disease
